Make,Model,Ex-Showroom_Price,Displacement,Cylinders,Engine_Location,Fuel_Tank_Capacity,Fuel_Type,Body_Type,Type
Skoda,Octavia,1799599,1968,4.0,"Front, Longitudinal",50.0,Diesel,Sedan,Manual
Skoda,Octavia,1899599,1395,4.0,"Front, Transverse",50.0,Petrol,Sedan,Manual
Skoda,Octavia,2059599,1798,4.0,"Front, Transverse",50.0,Petrol,Sedan,Automatic
Skoda,Octavia,2079599,1968,4.0,"Front, Transverse",50.0,Diesel,Sedan,Manual
Skoda,Octavia,2299599,1968,4.0,"Front, Transverse",50.0,Diesel,Sedan,Automatic
Skoda,Octavia,2359599,1798,4.0,"Front, Transverse",50.0,Petrol,Sedan,Automatic
Skoda,Octavia,2359599,1968,4.0,"Front, Transverse",50.0,Diesel,Sedan,Automatic
Skoda,Octavia,1549000,1395,4.0,"Front, Transverse",50.0,Petrol,Sedan,Manual
Skoda,Octavia,1699000,1968,4.0,"Front, Transverse",50.0,Diesel,Sedan,Manual
Skoda,Octavia,1999599,1798,4.0,"Front, Transverse",50.0,Petrol,Sedan,Automatic
Skoda,Octavia,2199599,1968,4.0,"Front, Transverse",50.0,Diesel,Sedan,Automatic
Mercedes,Mercedes-Benz Glc,5275000,1991,4.0,"Front, Transverse",66.0,Petrol,SUV,Automatic
Mercedes,Mercedes-Benz Glc,5775000,1950,4.0,"Front, Transverse",50.0,Diesel,SUV,Automatic
Porsche,Cayenne Coupe,13151000,2995,6.0,"Front, Longitudinal",75.0,Petrol,0,Automatic
Porsche,Cayenne Coupe,19763000,2995,8.0,"Front, Longitudinal",90.0,Petrol,0,Automatic
Mahindra,Verito,748370,1461,4.0,"Front, Transverse",50.0,Diesel,Sedan,Manual
Mahindra,Verito,772617,1461,4.0,"Front, Transverse",50.0,Diesel,Sedan,Manual
Mahindra,Verito,845154,1461,4.0,"Front, Transverse",50.0,Diesel,Sedan,Manual
Mitsubishi,Pajero Sport,2903750,2477,4.0,"Front, Longitudinal",70.0,Diesel,SUV,Manual
Mitsubishi,Pajero Sport,2835500,2477,4.0,"Front, Longitudinal",70.0,Diesel,SUV,Automatic
Mitsubishi,Pajero Sport,2953240,2477,4.0,"Front, Longitudinal",70.0,Diesel,SUV,Manual
Mitsubishi,Pajero Sport,2992800,2477,4.0,"Front, Longitudinal",70.0,Diesel,SUV,Manual
Mitsubishi,Pajero Sport,2952500,2477,4.0,"Front, Longitudinal",70.0,Diesel,SUV,Automatic
Bentley,Flying Spur,34167064,3993,8.0,"Front, Longitudinal",90.0,Petrol,Sedan,Automatic
Bentley,Flying Spur,39382083,5998,12.0,"Rear, Longitudinal",90.0,Petrol,Sedan,Automatic
Honda,City,991000,1497,4.0,"Front, Transverse",40.0,Petrol,Sedan,Manual
Honda,City,1065900,1497,4.0,"Front, Transverse",40.0,Petrol,Sedan,Manual
Honda,City,1182000,1497,4.0,"Front, Transverse",40.0,Petrol,Sedan,Manual
Honda,City,1312000,1497,4.0,"Front, Transverse",40.0,Petrol,Sedan,Automatic
Honda,City,1111000,1498,4.0,"Front, Transverse",40.0,Diesel,Sedan,Manual
Honda,City,1191000,1498,4.0,"Front, Transverse",40.0,Diesel,Sedan,Manual
Honda,City,1302000,1498,4.0,"Front, Transverse",40.0,Diesel,Sedan,Manual
Honda,City,1421000,1498,4.0,"Front, Transverse",40.0,Diesel,Sedan,Manual
Honda,City,1431000,1497,4.0,"Front, Transverse",40.0,Petrol,Sedan,Automatic
Honda,City,1201000,1497,4.0,"Front, Transverse",40.0,Petrol,Sedan,Automatic
Mitsubishi,Montero,6862560,3200,4.0,"Front, Longitudinal",88.0,Diesel,SUV,Automatic
